index,year_ceremony,category,name,film,winner,nconst,birthYear,deathYear,primaryProfession,ceremonyAge,alive,currentYear,currentAge
6098,1955,DIRECTING,Elia Kazan,On the Waterfront,True,nm0001415,1909,2003,"director,writer,producer",46,False,2021,0
6099,1956,DIRECTING,Elia Kazan,East of Eden,False,nm0001415,1909,2003,"director,writer,producer",47,False,2021,0
6100,1964,DIRECTING,Elia Kazan,America America,False,nm0001415,1909,2003,"director,writer,producer",55,False,2021,0
6101,1964,WRITING (Story and Screenplay--written directly for the screen),Elia Kazan,America America,False,nm0001415,1909,2003,"director,writer,producer",55,False,2021,0
6102,1948,FILM EDITING,Monica Collingwood,The Bishop's Wife,False,nm0172087,1908,1989,"editor,editorial_department",40,False,2021,0
6103,1948,FILM EDITING,Harmon Jones,Gentleman's Agreement,False,nm0428195,1911,1972,"director,editor,editorial_department",37,False,2021,0
6105,1948,FILM EDITING,George White,Green Dolphin Street,False,nm0924405,0,0,camera_department,0,False,2021,0
6130,1948,FILM EDITING,Fergus McDonell,Odd Man Out,False,nm0567754,1910,1984,"editor,director,editorial_department",38,False,2021,0
6131,1948,MUSIC (Music Score of a Dramatic or Comedy Picture),David Raksin,Forever Amber,False,nm0000710,1912,2004,"music_department,composer,soundtrack",36,False,2021,0
6132,1959,MUSIC (Music Score of a Dramatic or Comedy Picture),David Raksin,Separate Tables,False,nm0000710,1912,2004,"music_department,composer,soundtrack",47,False,2021,0
6133,1948,MUSIC (Scoring of a Musical Picture),Johnny Green,Fiesta,False,nm0337566,1972,0,actor,-24,True,2021,49
6153,1958,MUSIC (Scoring),Johnny Green,Raintree County,False,nm0337566,1972,0,actor,-14,True,2021,49
6173,1961,MUSIC (Scoring of a Musical Picture),Johnny Green,Pepe,False,nm0337566,1972,0,actor,-11,True,2021,49
6193,1948,WRITING (Motion Picture Story),Eleazar Lipsky,Kiss of Death,False,nm0513787,1911,1993,writer,37,False,2021,0
6194,1948,WRITING (Motion Picture Story),Valentine Davies,Miracle on 34th Street,True,nm0204016,1905,1961,"writer,producer,director",43,False,2021,0
6195,1948,WRITING (Original Screenplay),Sidney Sheldon,The Bachelor and the Bobby-Soxer,True,nm0791084,1917,2007,"writer,producer,miscellaneous",31,False,2021,0
6196,1948,WRITING (Original Screenplay),Abraham Polonsky,Body and Soul,False,nm0689796,1910,1999,"writer,script_department,director",38,False,2021,0
6197,1948,WRITING (Screenplay),Richard Murphy,Boomerang!,False,nm0614645,1912,1993,"writer,director,producer",36,False,2021,0
6239,1954,WRITING (Story and Screenplay),Richard Murphy,The Desert Rats,False,nm0614645,1912,1993,"writer,director,producer",42,False,2021,0
6281,1948,WRITING (Screenplay),John Paxton,Crossfire,False,nm0668122,1911,1985,"writer,producer",37,False,2021,0
6288,1949,ACTOR,Lew Ayres,Johnny Belinda,False,nm0000817,1908,1996,"actor,soundtrack,director",41,False,2021,0
6289,1949,ACTOR,Montgomery Clift,The Search,False,nm0001050,1920,1966,"actor,writer,soundtrack",29,False,2021,0
6290,1952,ACTOR,Montgomery Clift,A Place in the Sun,False,nm0001050,1920,1966,"actor,writer,soundtrack",32,False,2021,0
6291,1954,ACTOR,Montgomery Clift,From Here to Eternity,False,nm0001050,1920,1966,"actor,writer,soundtrack",34,False,2021,0
6292,1962,ACTOR IN A SUPPORTING ROLE,Montgomery Clift,Judgment at Nuremberg,False,nm0001050,1920,1966,"actor,writer,soundtrack",42,False,2021,0
6293,1949,ACTOR,Dan Dailey,When My Baby Smiles at Me,False,nm0197314,1915,1978,"actor,soundtrack,director",34,False,2021,0
6295,1949,ACTOR IN A SUPPORTING ROLE,José Ferrer,Joan of Arc,False,nm0001207,1912,1992,"actor,soundtrack,director",37,False,2021,0
6302,1951,ACTOR,José Ferrer,Cyrano de Bergerac,True,nm0001207,1912,1992,"actor,soundtrack,director",39,False,2021,0
6309,1953,ACTOR,José Ferrer,Moulin Rouge,False,nm0001207,1912,1992,"actor,soundtrack,director",41,False,2021,0
6316,1949,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,The Luck of the Irish,False,nm0445523,1890,1973,"actor,soundtrack,writer",59,False,2021,0
6317,1968,ACTOR IN A SUPPORTING ROLE,Cecil Kellaway,Guess Who's Coming to Dinner,False,nm0445523,1890,1973,"actor,soundtrack,writer",78,False,2021,0
6318,1949,ACTRESS IN A SUPPORTING ROLE,Barbara Bel Geddes,I Remember Mama,False,nm0000895,1922,2005,"actress,soundtrack",27,False,2021,0
6319,1949,ACTRESS IN A SUPPORTING ROLE,Ellen Corby,I Remember Mama,False,nm0179289,1911,1999,"actress,writer,soundtrack",38,False,2021,0
6320,1949,ACTRESS IN A SUPPORTING ROLE,Jean Simmons,Hamlet,False,nm0001739,1929,2010,"actress,soundtrack",20,False,2021,0
6323,1970,ACTRESS,Jean Simmons,The Happy Ending,False,nm0001739,1929,2010,"actress,soundtrack",41,False,2021,0
6326,1949,CINEMATOGRAPHY (Black-and-White),Nicholas Musuraca,I Remember Mama,False,nm0002228,1892,1975,"cinematographer,camera_department,art_department",57,False,2021,0
6327,1949,CINEMATOGRAPHY (Black-and-White),William Daniels,The Naked City,True,nm0200122,1927,0,"actor,director,soundtrack",22,True,2021,94
6336,1959,CINEMATOGRAPHY (Color),William Daniels,Cat on a Hot Tin Roof,False,nm0200122,1927,0,"actor,director,soundtrack",32,True,2021,94
6345,1949,CINEMATOGRAPHY (Color),Charles G. Clarke,Green Grass of Wyoming,False,nm0164690,1899,1983,"cinematographer,camera_department,editor",50,False,2021,0
6347,1950,CINEMATOGRAPHY (Color),Charles G. Clarke,Sand,False,nm0164690,1899,1983,"cinematographer,camera_department,editor",51,False,2021,0
6349,1949,CINEMATOGRAPHY (Color),William Snyder,The Loves of Carmen,False,nm0811576,0,0,sound_department,0,False,2021,0
6363,1950,CINEMATOGRAPHY (Color),William Snyder,Jolson Sings Again,False,nm0811576,0,0,sound_department,0,False,2021,0
6377,1949,CINEMATOGRAPHY (Color),Robert Planck,The Three Musketeers,False,nm0686513,0,0,art_department,0,False,2021,0
6378,1954,CINEMATOGRAPHY (Color),Robert Planck,Lili,False,nm0686513,0,0,art_department,0,False,2021,0
6379,1949,COSTUME DESIGN (Black-and-White),Irene,B. F.'s Daughter,False,nm0409898,1900,1962,"costume_department,costume_designer,actress",49,False,2021,0
6421,1961,COSTUME DESIGN (Color),Irene,Midnight Lace,False,nm0409898,1900,1962,"costume_department,costume_designer,actress",61,False,2021,0
6463,1949,COSTUME DESIGN (Black-and-White),Roger K. Furse,Hamlet,True,nm0299097,1903,1972,"production_designer,costume_designer,art_department",46,False,2021,0
6464,1949,DIRECTING,Jean Negulesco,Johnny Belinda,False,nm0624535,1900,1993,"director,writer,assistant_director",49,False,2021,0
6465,1949,DIRECTING,Fred Zinnemann,The Search,False,nm0003593,1907,1997,"director,assistant_director,producer",42,False,2021,0
6466,1953,DIRECTING,Fred Zinnemann,High Noon,False,nm0003593,1907,1997,"director,assistant_director,producer",46,False,2021,0
6467,1954,DIRECTING,Fred Zinnemann,From Here to Eternity,True,nm0003593,1907,1997,"director,assistant_director,producer",47,False,2021,0
6468,1960,DIRECTING,Fred Zinnemann,The Nun's Story,False,nm0003593,1907,1997,"director,assistant_director,producer",53,False,2021,0
6469,1961,DIRECTING,Fred Zinnemann,The Sundowners,False,nm0003593,1907,1997,"director,assistant_director,producer",54,False,2021,0
6470,1967,DIRECTING,Fred Zinnemann,A Man for All Seasons,True,nm0003593,1907,1997,"director,assistant_director,producer",60,False,2021,0
6471,1978,DIRECTING,Fred Zinnemann,Julia,False,nm0003593,1907,1997,"director,assistant_director,producer",71,False,2021,0
6472,1949,DIRECTING,Anatole Litvak,The Snake Pit,False,nm0514822,1902,1974,"director,producer,writer",47,False,2021,0
6473,1949,FILM EDITING,Frank Sullivan,Joan of Arc,False,nm0838068,1896,1972,"editor,cinematographer,writer",53,False,2021,0
6485,1949,FILM EDITING,David Weisbart,Johnny Belinda,False,nm0918694,1915,1967,"producer,editor,writer",34,False,2021,0
6486,1949,FILM EDITING,Paul Weatherwax,The Naked City,True,nm0915800,1900,1960,"editor,editorial_department,director",49,False,2021,0
6487,1949,FILM EDITING,Christian Nyby,Red River,False,nm0638528,1913,1993,"director,editor,producer",36,False,2021,0
6488,1949,FILM EDITING,Reginald Mills,The Red Shoes,False,nm0590160,1912,1990,"editor,editorial_department,director",37,False,2021,0
6490,1949,MUSIC (Music Score of a Dramatic or Comedy Picture),Brian Easdale,The Red Shoes,True,nm0247460,1909,1995,"composer,music_department,soundtrack",40,False,2021,0
6491,1949,WRITING (Motion Picture Story),Malvin Wald,The Naked City,False,nm0907013,1917,2008,"writer,producer,miscellaneous",32,False,2021,0
6492,1949,WRITING (Motion Picture Story),Borden Chase,Red River,False,nm0153698,1900,1971,writer,49,False,2021,0
6493,1949,IRVING G. THALBERG MEMORIAL AWARD,Jerry Wald,,True,nm0907003,1911,1962,"producer,writer,director",38,False,2021,0
6497,1950,ACTOR,Broderick Crawford,All the King's Men,True,nm0002024,1911,1986,"actor,producer,soundtrack",39,False,2021,0
6499,1950,ACTOR,Kirk Douglas,Champion,False,nm0000018,1916,2020,"actor,producer,soundtrack",34,False,2021,0
6507,1953,ACTOR,Kirk Douglas,The Bad and the Beautiful,False,nm0000018,1916,2020,"actor,producer,soundtrack",37,False,2021,0
6515,1957,ACTOR,Kirk Douglas,Lust for Life,False,nm0000018,1916,2020,"actor,producer,soundtrack",41,False,2021,0
6523,1950,ACTOR,Richard Todd,The Hasty Heart,False,nm0865262,1919,2009,"actor,producer",31,False,2021,0
6551,1950,ACTOR,John Wayne,Sands of Iwo Jima,False,nm0000078,1907,1979,"actor,producer,soundtrack",43,False,2021,0
6563,1970,ACTOR,John Wayne,True Grit,True,nm0000078,1907,1979,"actor,producer,soundtrack",63,False,2021,0
6575,1950,ACTOR IN A SUPPORTING ROLE,John Ireland,All the King's Men,False,nm0409844,1942,0,"producer,writer,actor",8,True,2021,79
6594,1950,ACTOR IN A SUPPORTING ROLE,Dean Jagger,Twelve O'Clock High,True,nm0415591,1903,1991,"actor,soundtrack",47,False,2021,0
6596,1950,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Champion,False,nm0447913,1914,1990,actor,36,False,2021,0
6599,1952,ACTOR,Arthur Kennedy,Bright Victory,False,nm0447913,1914,1990,actor,38,False,2021,0
6602,1956,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Trial,False,nm0447913,1914,1990,actor,42,False,2021,0
6605,1958,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Peyton Place,False,nm0447913,1914,1990,actor,44,False,2021,0
6608,1959,ACTOR IN A SUPPORTING ROLE,Arthur Kennedy,Some Came Running,False,nm0447913,1914,1990,actor,45,False,2021,0
6611,1950,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,The Heiress,False,nm0724732,1902,1983,"actor,director,producer",48,False,2021,0
6618,1985,ACTOR IN A SUPPORTING ROLE,Ralph Richardson,"Greystoke: The Legend of Tarzan, Lord of the Apes",False,nm0724732,1902,1983,"actor,director,producer",83,False,2021,0
6625,1950,ACTOR IN A SUPPORTING ROLE,James Whitmore,Battleground,False,nm0926235,1921,2009,"actor,soundtrack",29,False,2021,0
6626,1976,ACTOR,James Whitmore,"Give 'em Hell, Harry!",False,nm0926235,1921,2009,"actor,soundtrack",55,False,2021,0
6627,1950,ACTRESS,Jeanne Crain,Pinky,False,nm0002022,1925,2003,"actress,soundtrack",25,False,2021,0
6628,1950,ACTRESS,Deborah Kerr,"Edward, My Son",False,nm0000039,1921,2007,"actress,soundtrack",29,False,2021,0
6630,1954,ACTRESS,Deborah Kerr,From Here to Eternity,False,nm0000039,1921,2007,"actress,soundtrack",33,False,2021,0
6632,1957,ACTRESS,Deborah Kerr,The King and I,False,nm0000039,1921,2007,"actress,soundtrack",36,False,2021,0
6634,1958,ACTRESS,Deborah Kerr,"Heaven Knows, Mr. Allison",False,nm0000039,1921,2007,"actress,soundtrack",37,False,2021,0
6636,1959,ACTRESS,Deborah Kerr,Separate Tables,False,nm0000039,1921,2007,"actress,soundtrack",38,False,2021,0
6638,1961,ACTRESS,Deborah Kerr,The Sundowners,False,nm0000039,1921,2007,"actress,soundtrack",40,False,2021,0
6640,1950,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Come to the Stable,False,nm0006471,1902,1986,"actress,soundtrack",48,False,2021,0
6641,1958,ACTRESS IN A SUPPORTING ROLE,Elsa Lanchester,Witness for the Prosecution,False,nm0006471,1902,1986,"actress,soundtrack",56,False,2021,0
6642,1950,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,All the King's Men,True,nm0564790,1916,2004,"actress,soundtrack",34,False,2021,0
6643,1957,ACTRESS IN A SUPPORTING ROLE,Mercedes McCambridge,Giant,False,nm0564790,1916,2004,"actress,soundtrack",41,False,2021,0
6644,1950,ACTRESS IN A SUPPORTING ROLE,Ethel Waters,Pinky,False,nm0914083,1896,1977,"actress,soundtrack",54,False,2021,0
6645,1950,CINEMATOGRAPHY (Black-and-White),Paul C. Vogel,Battleground,True,nm0900945,0,0,actor,0,False,2021,0
6646,1963,CINEMATOGRAPHY (Color),Paul C. Vogel,The Wonderful World of the Brothers Grimm,False,nm0900945,0,0,actor,0,False,2021,0
6647,1950,COSTUME DESIGN (Black-and-White),Vittorio Nino Novarese,Prince of Foxes,False,nm0636973,1907,1983,"costume_designer,writer,art_director",43,False,2021,0
6648,1966,COSTUME DESIGN (Color),Vittorio Nino Novarese,The Agony and the Ecstasy,False,nm0636973,1907,1983,"costume_designer,writer,art_director",59,False,2021,0
6649,1950,COSTUME DESIGN (Color),Kay Nelson,Mother Is a Freshman,False,nm0625513,1909,0,"costume_designer,costume_department",41,True,2021,112
6652,1950,DIRECTING,Robert Rossen,All the King's Men,False,nm0744035,1908,1966,"writer,director,producer",42,False,2021,0
6653,1950,WRITING (Screenplay),Robert Rossen,All the King's Men,False,nm0744035,1908,1966,"writer,director,producer",42,False,2021,0
6654,1962,DIRECTING,Robert Rossen,The Hustler,False,nm0744035,1908,1966,"writer,director,producer",54,False,2021,0
6655,1950,DIRECTING,William A. Wellman,Battleground,False,nm0920074,1896,1975,"director,writer,producer",54,False,2021,0
6656,1950,DIRECTING,Carol Reed,The Fallen Idol,False,nm0715346,1906,1976,"director,producer,assistant_director",44,False,2021,0
6662,1951,DIRECTING,Carol Reed,The Third Man,False,nm0715346,1906,1976,"director,producer,assistant_director",45,False,2021,0
6668,1969,DIRECTING,Carol Reed,Oliver!,True,nm0715346,1906,1976,"director,producer,assistant_director",63,False,2021,0
6674,1950,DIRECTING,Joseph L. Mankiewicz,A Letter to Three Wives,True,nm0000581,1909,1993,"writer,producer,director",41,False,2021,0
6675,1950,WRITING (Screenplay),Joseph L. Mankiewicz,A Letter to Three Wives,True,nm0000581,1909,1993,"writer,producer,director",41,False,2021,0
6676,1951,DIRECTING,Joseph L. Mankiewicz,All about Eve,True,nm0000581,1909,1993,"writer,producer,director",42,False,2021,0
6677,1951,WRITING (Screenplay),Joseph L. Mankiewicz,All about Eve,True,nm0000581,1909,1993,"writer,producer,director",42,False,2021,0
6678,1953,DIRECTING,Joseph L. Mankiewicz,Five Fingers,False,nm0000581,1909,1993,"writer,producer,director",44,False,2021,0
6679,1955,WRITING (Story and Screenplay),Joseph L. Mankiewicz,The Barefoot Contessa,False,nm0000581,1909,1993,"writer,producer,director",46,False,2021,0
6680,1973,DIRECTING,Joseph L. Mankiewicz,Sleuth,False,nm0000581,1909,1993,"writer,producer,director",64,False,2021,0
6681,1950,FILM EDITING,John Dunning,Battleground,False,nm0242949,1927,2011,"producer,writer,miscellaneous",23,False,2021,0
6684,1950,FILM EDITING,Harry Gerstad,Champion,True,nm0314899,1909,2002,"editor,director,editorial_department",41,False,2021,0
6685,1950,FILM EDITING,Richard L. Van Enger,Sands of Iwo Jima,False,nm0886820,1914,1984,"editor,editorial_department",36,False,2021,0
6686,1950,FILM EDITING,Frederic Knudtson,The Window,False,nm0461772,1906,1964,"editor,editorial_department",44,False,2021,0
6687,1959,FILM EDITING,Frederic Knudtson,The Defiant Ones,False,nm0461772,1906,1964,"editor,editorial_department",53,False,2021,0
6688,1960,FILM EDITING,Frederic Knudtson,On the Beach,False,nm0461772,1906,1964,"editor,editorial_department",54,False,2021,0
6689,1961,FILM EDITING,Frederic Knudtson,Inherit the Wind,False,nm0461772,1906,1964,"editor,editorial_department",55,False,2021,0
6690,1962,FILM EDITING,Frederic Knudtson,Judgment at Nuremberg,False,nm0461772,1906,1964,"editor,editorial_department",56,False,2021,0
6691,1950,WRITING (Motion Picture Story),Clare Boothe Luce,Come to the Stable,False,nm0524403,1903,1987,"writer,actress,stunts",47,False,2021,0
6692,1950,WRITING (Motion Picture Story),Harry Brown,Sands of Iwo Jima,False,nm0113689,1917,1986,writer,33,False,2021,0
6706,1950,WRITING (Motion Picture Story),Douglas Morrow,The Stratton Story,True,nm0607487,1913,1994,"writer,actor,producer",37,False,2021,0
6707,1950,WRITING (Motion Picture Story),Virginia Kellogg,White Heat,False,nm0446132,1907,1981,writer,43,False,2021,0
6708,1950,WRITING (Screenplay),Cesare Zavattini,The Bicycle Thief,False,nm0953790,1902,1989,"writer,director,producer",48,False,2021,0
6709,1957,WRITING (Motion Picture Story),Cesare Zavattini,Umberto D.,False,nm0953790,1902,1989,"writer,director,producer",55,False,2021,0
6710,1950,WRITING (Screenplay),Carl Foreman,Champion,False,nm0286025,1914,1984,"writer,miscellaneous,producer",36,False,2021,0
6716,1951,WRITING (Story and Screenplay),Carl Foreman,The Men,False,nm0286025,1914,1984,"writer,miscellaneous,producer",37,False,2021,0
6722,1953,WRITING (Screenplay),Carl Foreman,High Noon,False,nm0286025,1914,1984,"writer,miscellaneous,producer",39,False,2021,0
6728,1962,WRITING (Screenplay--based on material from another medium),Carl Foreman,The Guns of Navarone,False,nm0286025,1914,1984,"writer,miscellaneous,producer",48,False,2021,0
6734,1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Carl Foreman,Young Winston,False,nm0286025,1914,1984,"writer,miscellaneous,producer",59,False,2021,0
6740,1950,WRITING (Screenplay),Graham Greene,The Fallen Idol,False,nm0001294,1904,1991,"writer,actor,producer",46,False,2021,0
6745,1991,ACTOR IN A SUPPORTING ROLE,Graham Greene,Dances With Wolves,False,nm0001294,1904,1991,"writer,actor,producer",87,False,2021,0
6750,1950,WRITING (Story and Screenplay),Robert Pirosh,Battleground,True,nm0685265,1910,1989,"miscellaneous,writer,director",40,False,2021,0
6751,1952,WRITING (Story and Screenplay),Robert Pirosh,Go for Broke!,False,nm0685265,1910,1989,"miscellaneous,writer,director",42,False,2021,0
6752,1951,ACTOR,Louis Calhern,The Magnificent Yankee,False,nm0129894,1895,1956,"actor,soundtrack,miscellaneous",56,False,2021,0
6753,1951,ACTOR,William Holden,Sunset Blvd.,False,nm0000034,1918,1981,"actor,soundtrack",33,False,2021,0
6772,1954,ACTOR,William Holden,Stalag 17,True,nm0000034,1918,1981,"actor,soundtrack",36,False,2021,0
6791,1977,ACTOR IN A LEADING ROLE,William Holden,Network,False,nm0000034,1918,1981,"actor,soundtrack",59,False,2021,0
6810,1951,ACTOR IN A SUPPORTING ROLE,Jeff Chandler,Broken Arrow,False,nm0001996,1918,1961,"actor,soundtrack,producer",33,False,2021,0
6819,1951,ACTOR IN A SUPPORTING ROLE,Sam Jaffe,The Asphalt Jungle,False,nm0415488,1891,1984,actor,60,False,2021,0
6825,1951,ACTOR IN A SUPPORTING ROLE,George Sanders,All about Eve,True,nm0001695,1906,1972,"actor,soundtrack,writer",45,False,2021,0
6836,1951,ACTOR IN A SUPPORTING ROLE,Erich von Stroheim,Sunset Blvd.,False,nm0002233,1885,1957,"actor,writer,director",66,False,2021,0
6837,1951,ACTRESS,Judy Holliday,Born Yesterday,True,nm0391062,1921,1965,"actress,soundtrack",30,False,2021,0
6838,1951,ACTRESS,Eleanor Parker,Caged,False,nm0662223,1922,2013,"actress,soundtrack",29,False,2021,0
6843,1952,ACTRESS,Eleanor Parker,Detective Story,False,nm0662223,1922,2013,"actress,soundtrack",30,False,2021,0
6848,1956,ACTRESS,Eleanor Parker,Interrupted Melody,False,nm0662223,1922,2013,"actress,soundtrack",34,False,2021,0
6853,1951,ACTRESS IN A SUPPORTING ROLE,Hope Emerson,Caged,False,nm0256216,1897,1960,"actress,soundtrack",54,False,2021,0
6854,1951,ACTRESS IN A SUPPORTING ROLE,Josephine Hull,Harvey,True,nm0401449,1877,1957,actress,74,False,2021,0
6855,1951,ACTRESS IN A SUPPORTING ROLE,Nancy Olson,Sunset Blvd.,False,nm0647970,1928,0,"actress,soundtrack",23,True,2021,93
6860,1951,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,All about Eve,False,nm0728812,1902,1969,"actress,soundtrack",49,False,2021,0
6861,1952,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,The Mating Season,False,nm0728812,1902,1969,"actress,soundtrack",50,False,2021,0
6862,1953,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,With a Song in My Heart,False,nm0728812,1902,1969,"actress,soundtrack",51,False,2021,0
6863,1954,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pickup on South Street,False,nm0728812,1902,1969,"actress,soundtrack",52,False,2021,0
6864,1960,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Pillow Talk,False,nm0728812,1902,1969,"actress,soundtrack",58,False,2021,0
6865,1963,ACTRESS IN A SUPPORTING ROLE,Thelma Ritter,Birdman of Alcatraz,False,nm0728812,1902,1969,"actress,soundtrack",61,False,2021,0
6866,1951,CINEMATOGRAPHY (Black-and-White),Milton Krasner,All about Eve,False,nm12231222,0,0,cinematographer,0,False,2021,0
6867,1955,CINEMATOGRAPHY (Color),Milton Krasner,Three Coins in the Fountain,True,nm12231222,0,0,cinematographer,0,False,2021,0
6868,1958,CINEMATOGRAPHY,Milton Krasner,An Affair to Remember,False,nm12231222,0,0,cinematographer,0,False,2021,0
6869,1964,CINEMATOGRAPHY (Black-and-White),Milton Krasner,Love with the Proper Stranger,False,nm12231222,0,0,cinematographer,0,False,2021,0
6870,1965,CINEMATOGRAPHY (Black-and-White),Milton Krasner,Fate Is the Hunter,False,nm12231222,0,0,cinematographer,0,False,2021,0
6871,1951,CINEMATOGRAPHY (Black-and-White),Robert Krasker,The Third Man,True,nm0005761,1913,1981,"cinematographer,camera_department",38,False,2021,0
6872,1951,CINEMATOGRAPHY (Color),Robert Surtees,King Solomon's Mines,True,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",45,False,2021,0
6875,1953,CINEMATOGRAPHY (Black-and-White),Robert Surtees,The Bad and the Beautiful,True,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",47,False,2021,0
6878,1956,CINEMATOGRAPHY (Color),Robert Surtees,Oklahoma!,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",50,False,2021,0
6881,1968,CINEMATOGRAPHY,Robert Surtees,Doctor Dolittle,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",62,False,2021,0
6884,1968,CINEMATOGRAPHY,Robert Surtees,The Graduate,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",62,False,2021,0
6887,1972,CINEMATOGRAPHY,Robert Surtees,The Last Picture Show,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",66,False,2021,0
6890,1972,CINEMATOGRAPHY,Robert Surtees,Summer of '42,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",66,False,2021,0
6893,1974,CINEMATOGRAPHY,Robert Surtees,The Sting,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",68,False,2021,0
6896,1976,CINEMATOGRAPHY,Robert Surtees,The Hindenburg,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",70,False,2021,0
6899,1977,CINEMATOGRAPHY,Robert Surtees,A Star Is Born,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",71,False,2021,0
6902,1978,CINEMATOGRAPHY,Robert Surtees,The Turning Point,False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",72,False,2021,0
6905,1979,CINEMATOGRAPHY,Robert Surtees,"Same Time, Next Year",False,nm0005892,1906,1985,"cinematographer,camera_department,miscellaneous",73,False,2021,0
6908,1951,COSTUME DESIGN (Black-and-White),Jean Louis,Born Yesterday,False,nm0521872,1907,1997,"costume_designer,costume_department",44,False,2021,0
6920,1953,COSTUME DESIGN (Black-and-White),Jean Louis,Affair in Trinidad,False,nm0521872,1907,1997,"costume_designer,costume_department",46,False,2021,0
6932,1954,COSTUME DESIGN (Black-and-White),Jean Louis,From Here to Eternity,False,nm0521872,1907,1997,"costume_designer,costume_department",47,False,2021,0
6944,1955,COSTUME DESIGN (Black-and-White),Jean Louis,It Should Happen to You,False,nm0521872,1907,1997,"costume_designer,costume_department",48,False,2021,0
6956,1956,COSTUME DESIGN (Black-and-White),Jean Louis,Queen Bee,False,nm0521872,1907,1997,"costume_designer,costume_department",49,False,2021,0
6968,1957,COSTUME DESIGN (Black-and-White),Jean Louis,The Solid Gold Cadillac,True,nm0521872,1907,1997,"costume_designer,costume_department",50,False,2021,0
6980,1958,COSTUME DESIGN,Jean Louis,Pal Joey,False,nm0521872,1907,1997,"costume_designer,costume_department",51,False,2021,0
6992,1959,COSTUME DESIGN,Jean Louis,"Bell, Book and Candle",False,nm0521872,1907,1997,"costume_designer,costume_department",52,False,2021,0
7004,1962,COSTUME DESIGN (Black-and-White),Jean Louis,Judgment at Nuremberg,False,nm0521872,1907,1997,"costume_designer,costume_department",55,False,2021,0
7016,1962,COSTUME DESIGN (Color),Jean Louis,Back Street,False,nm0521872,1907,1997,"costume_designer,costume_department",55,False,2021,0
7028,1967,COSTUME DESIGN (Color),Jean Louis,Gambit,False,nm0521872,1907,1997,"costume_designer,costume_department",60,False,2021,0
7040,1968,COSTUME DESIGN,Jean Louis,Thoroughly Modern Millie,False,nm0521872,1907,1997,"costume_designer,costume_department",61,False,2021,0
7052,1951,COSTUME DESIGN (Black-and-White),Walter Plunkett,The Magnificent Yankee,False,nm0687703,1902,1982,"costume_designer,costume_department,actor",49,False,2021,0
7053,1954,COSTUME DESIGN (Black-and-White),Walter Plunkett,The Actress,False,nm0687703,1902,1982,"costume_designer,costume_department,actor",52,False,2021,0
7054,1954,COSTUME DESIGN (Color),Walter Plunkett,Young Bess,False,nm0687703,1902,1982,"costume_designer,costume_department,actor",52,False,2021,0
7055,1958,COSTUME DESIGN,Walter Plunkett,Raintree County,False,nm0687703,1902,1982,"costume_designer,costume_department,actor",56,False,2021,0
7056,1959,COSTUME DESIGN,Walter Plunkett,Some Came Running,False,nm0687703,1902,1982,"costume_designer,costume_department,actor",57,False,2021,0
7057,1964,COSTUME DESIGN (Color),Walter Plunkett,How the West Was Won,False,nm0687703,1902,1982,"costume_designer,costume_department,actor",62,False,2021,0
7058,1951,COSTUME DESIGN (Color),Michael Whittaker,The Black Rose,False,nm0926450,0,0,"composer,soundtrack",0,False,2021,0
7070,1951,FILM EDITING,James E. Newcom,Annie Get Your Gun,False,nm0627727,1905,1990,"editor,editorial_department,producer",46,False,2021,0
7071,1951,FILM EDITING,Oswald Hafenrichter,The Third Man,False,nm0353091,1899,1973,"editor,sound_department,writer",52,False,2021,0
7072,1951,MUSIC (Music Score of a Dramatic or Comedy Picture),George Duning,No Sad Songs for Me,False,nm0006052,1908,2000,"music_department,composer,soundtrack",43,False,2021,0
7073,1956,MUSIC (Music Score of a Dramatic or Comedy Picture),George Duning,Picnic,False,nm0006052,1908,2000,"music_department,composer,soundtrack",48,False,2021,0
